,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
647,Irish Cream,Indica,4.7,13.0,Limonene,Relaxed,Dry mouth,Depression,Uplifted,Headache,Stress,Happy,Paranoid,Muscle spasms,Euphoric,,Arthritis,Hungry,,Eye pressure,26.0,0.0,Earthy,Butter,Nutty
648,Green Candy,Sativa,4.2,126.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Energetic,Paranoid,Pain,Relaxed,Headache,Fatigue,17.0,0.0,Spicy/Herbal,Sweet,Earthy
649,Superman OG,Indica,4.3,218.0,Limonene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Happy,Paranoid,Anxiety,Hungry,Headache,Depression,19.0,0.0,Diesel,Tobacco,Earthy
650,Aliens On Moonshine,Indica,4.6,37.0,Myrcene,Relaxed,Dizzy,Depression,Uplifted,Dry eyes,Inflammation,Happy,Dry mouth,Stress,Focused,Headache,Anxiety,Tingly,,Cramps,4.0,10.0,Pine,Diesel,Earthy
651,Grape Ape,Indica,4.3,2038.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Sleepy,Dizzy,Anxiety,Euphoric,Paranoid,Insomnia,Uplifted,Headache,Depression,17.0,4.0,Grape,Sweet,Berry
652,Hardcore OG,Indica,4.6,125.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,Dizzy,Insomnia,Euphoric,Headache,Depression,Hungry,Anxious,Headaches,20.0,11.0,Citrus,Pine,Lemon
653,Zeta Sage,Sativa,4.5,65.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dizzy,Depression,Relaxed,Anxious,Anxiety,Euphoric,Headache,Pain,Energetic,Dry eyes,Fatigue,19.0,0.0,Sage,Earthy,Lemon
654,Argyle,Indica,4.1,33.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Inflammation,Uplifted,Dry eyes,Stress,Sleepy,,Anxiety,Focused,,Muscle spasms,18.0,4.0,Spicy/Herbal,Pine,Earthy
655,Green Python,Indica,4.5,6.0,Myrcene,Sleepy,Dry mouth,Eye pressure,Relaxed,Dizzy,Insomnia,Happy,Dry eyes,Lack of appetite,Euphoric,,Muscle spasms,Creative,,Pain,15.0,10.0,Woody,Sweet,Earthy
656,Cherry Mender,Indica,4.6,5.0,Myrcene,Relaxed,Dry eyes,Cramps,Uplifted,Dry mouth,Depression,Euphoric,,Nausea,Tingly,,Pain,Talkative,,Migraines,1.0,13.0,Earthy,Woody,Tea
657,Sky Master,Sativa,4.7,18.0,Myrcene,Focused,Dry mouth,Stress,Happy,Headache,Depression,Energetic,Dry eyes,Nausea,Uplifted,,Pain,Relaxed,,Anxiety,16.0,11.0,Peach,Mint,Sweet
658,Sour Haze,Sativa,4.4,72.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Paranoid,Anxiety,Relaxed,Anxious,Pain,Energetic,Dizzy,Insomnia,19.0,6.0,Citrus,Earthy,Diesel
659,Loopy Fruit,Hybrid,3.8,4.0,Limonene,Relaxed,Anxious,Inflammation,Happy,Dry mouth,Insomnia,Uplifted,,Gastrointestinal disorder,Sleepy,,,Hungry,,,20.0,1.0,Berry,,
660,Huckleberry Diesel,Hybrid,4.4,10.0,Myrcene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Pain,Euphoric,,PTSD,Tingly,,Spinal cord injury,Talkative,,Cramps,20.0,6.0,Diesel,,
661,Jack Wreck,Sativa,4.4,32.0,Terpinolene,Uplifted,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Energetic,Paranoid,Depression,Creative,,Anxiety,Relaxed,,Fatigue,15.0,6.0,Citrus,Ammonia,Earthy
662,Grandpa Larry OG,Indica,4.4,52.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Dry eyes,Insomnia,Sleepy,Anxious,Depression,Focused,Headache,Anxiety,22.0,7.0,Sweet,Sage,Grapefruit
663,White Durban,Sativa,4.7,30.0,Terpinolene,Energetic,Headache,Fatigue,Focused,Paranoid,Stress,Uplifted,Anxious,Depression,Euphoric,Dry eyes,ADD,Talkative,Dry mouth,Bipolar disorder,21.0,1.0,Earthy,Sweet,Diesel
664,Big White,Indica,4.2,25.0,Myrcene,Relaxed,Dry eyes,Pain,Uplifted,Dry mouth,Stress,Sleepy,Anxious,Insomnia,Focused,Headache,Lack of appetite,Hungry,Paranoid,Migraines,24.0,11.0,Diesel,Flowery,Sweet
665,Hawaiian,Sativa,4.2,164.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Paranoid,Pain,Euphoric,Anxious,Anxiety,Creative,Dizzy,Fatigue,19.0,0.0,Tropical,BlueCheese,Citrus
666,Grapefruit,Sativa,4.2,574.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Energetic,Dizzy,Anxiety,Euphoric,Paranoid,Pain,Focused,Headache,Fatigue,17.0,0.0,Grapefruit,Citrus,Sweet
667,Blue Fire,Hybrid,4.6,9.0,Myrcene,Uplifted,Dry eyes,Stress,Relaxed,Anxious,Anxiety,Energetic,Dry mouth,Depression,Tingly,Dizzy,Fatigue,Giggly,Headache,Pain,16.0,11.0,Blueberry,,
668,White Widow,Hybrid,4.3,4198.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Pain,Relaxed,Paranoid,Depression,Creative,Anxious,Insomnia,17.0,0.0,Earthy,Flowery,Woody
669,Pamelina,Indica,4.7,24.0,Caryophyllene,Relaxed,Dizzy,Stress,Happy,Anxious,Anxiety,Euphoric,Dry eyes,Depression,Uplifted,,Insomnia,Sleepy,,Lack of appetite,22.0,0.0,Sweet,Chemical,Lemon
670,Don Shula,Hybrid,5.0,8.0,Myrcene,Uplifted,Dry mouth,Depression,Euphoric,Dry eyes,Fatigue,Relaxed,,Stress,Happy,,Headaches,Creative,,Lack of appetite,18.0,8.0,Citrus,Tropical,Diesel
671,Pineapple Sage,Sativa,4.9,13.0,Terpinolene,Uplifted,Dry mouth,Anxiety,Happy,Headache,Stress,Creative,,Cramps,Focused,,Headaches,Energetic,,Depression,21.0,0.0,Sage,Pineapple,Diesel
672,Lemon Thai Kush,Hybrid,4.6,5.0,Myrcene,Sleepy,Anxious,Inflammation,Relaxed,Dry eyes,Lack of appetite,Hungry,,Stress,,,,,,,16.0,8.0,Sweet,,
673,Jedi Kush,Indica,4.5,326.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Anxiety,Sleepy,Headache,Depression,Uplifted,Paranoid,Insomnia,18.0,9.0,Earthy,Woody,Pine
674,Cheese Quake,Hybrid,4.2,278.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Creative,Paranoid,Insomnia,17.0,7.0,Cheese,Berry,Pungent
675,Purple Jack,Hybrid,4.1,46.0,Terpinolene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Relaxed,Dizzy,Fatigue,Focused,Headache,Pain,Creative,Paranoid,Anxiety,17.0,6.0,Sweet,Earthy,Berry
676,Gammaberry,Hybrid,5.0,1.0,Limonene,Relaxed,Dry eyes,Eye pressure,Happy,Dry mouth,Insomnia,Giggly,,Lack of appetite,Focused,,Pain,Euphoric,,Stress,19.0,0.0,Strawberry,,
677,Bruce Banner #3,Hybrid,4.5,330.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Relaxed,Dizzy,Pain,Creative,Anxious,Fatigue,20.0,0.0,Sweet,Pine,Strawberry
678,Where's My Bike,Hybrid,4.6,38.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Energetic,Paranoid,Depression,Uplifted,Anxious,Fibromyalgia,Relaxed,Dizzy,PMS,20.0,1.0,Earthy,,
679,Crazy Miss Hyde,Hybrid,4.6,24.0,Caryophyllene,Uplifted,Dry mouth,Pain,Euphoric,Anxious,Depression,Happy,Dry eyes,Inflammation,Relaxed,,Nausea,Energetic,,ADD,17.0,1.0,Sweet,Earthy,Citrus
680,Holy Roller,Hybrid,4.8,17.0,Terpinolene,Happy,Dry eyes,Nausea,Uplifted,Dry mouth,Pain,Relaxed,,Stress,Energetic,,Anxiety,Focused,,PTSD,20.0,0.0,Earthy,,
681,Green Monster,Hybrid,3.8,66.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Paranoid,Depression,Relaxed,Headache,Fatigue,Sleepy,Dizzy,Pain,21.0,0.0,Earthy,Flowery,Sweet
682,Triangle Kush,Indica,4.5,202.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Headache,Insomnia,Sleepy,Anxious,Pain,20.0,0.0,Earthy,Woody,Flowery
683,Blackberry Fire,Hybrid,4.8,29.0,Myrcene,Happy,Dry eyes,Anxiety,Relaxed,Dry mouth,Pain,Uplifted,Dizzy,Stress,Focused,,Muscle spasms,Talkative,,Inflammation,20.0,1.0,Berry,Sweet,Blueberry
684,Platinum OG,Indica,4.4,912.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Sleepy,Dizzy,Pain,Happy,Paranoid,Insomnia,Hungry,Anxious,Depression,19.0,10.0,Earthy,Woody,Pungent
685,Dizzy OG,Hybrid,4.5,16.0,Limonene,Relaxed,Dry mouth,Migraines,Happy,Dizzy,Headaches,Uplifted,Dry eyes,Anxiety,Energetic,Paranoid,Cramps,Talkative,,Fatigue,20.0,0.0,Pungent,Sweet,Spicy/Herbal
686,C13 Haze,Sativa,4.4,16.0,Caryophyllene,Euphoric,Dry mouth,Pain,Energetic,Dry eyes,Stress,Creative,Dizzy,Anxiety,Uplifted,Paranoid,Muscle spasms,Happy,Headache,Headaches,23.0,0.0,Earthy,Pungent,Pepper
687,Lake of Fire,Hybrid,4.5,55.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Creative,,PTSD,20.0,2.0,Earthy,Diesel,Pine
688,Blue Rhino,Hybrid,4.2,131.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Sleepy,Headache,Insomnia,18.0,1.0,Earthy,Blueberry,Berry
689,Tiger's Milk,Indica,4.7,158.0,Limonene,Relaxed,Dry mouth,Anxiety,Euphoric,Dry eyes,Pain,Happy,Dizzy,Stress,Sleepy,Anxious,Insomnia,Uplifted,Headache,Depression,16.0,0.0,Earthy,,
690,Warlock,Hybrid,3.9,74.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Paranoid,Anxiety,Uplifted,Dizzy,Depression,Focused,Headache,Inflammation,15.0,6.0,Pine,Earthy,Sweet
691,Black Dahlia,Hybrid,4.0,53.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Stress,Happy,Dizzy,Insomnia,Euphoric,Anxious,Anxiety,Uplifted,Headache,Depression,17.0,7.0,Sweet,Berry,Earthy
692,Slazerbeam,Sativa,4.6,24.0,Myrcene,Happy,Dry mouth,Pain,Uplifted,Dry eyes,Stress,Energetic,Anxious,Depression,Relaxed,Dizzy,Anxiety,Focused,Headache,Headaches,19.0,0.0,Woody,Earthy,Sweet
693,MediHaze,Sativa,4.5,144.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Headache,Anxiety,Focused,Anxious,Depression,Energetic,Paranoid,Inflammation,5.0,9.0,Earthy,Pine,Spicy/Herbal
694,White Elephant,Hybrid,4.4,38.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Depression,Euphoric,,Headaches,Uplifted,,Eye pressure,Sleepy,,Insomnia,17.0,8.0,Sweet,Earthy,Berry
695,Katsu Bubba Kush,Indica,4.5,95.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Anxious,Insomnia,Euphoric,Paranoid,Stress,Sleepy,Dizzy,Depression,Hungry,Dry eyes,Anxiety,25.0,0.0,Berry,Flowery,Earthy
696,Lennon,Sativa,4.7,3.0,Terpinolene,Happy,Dizzy,Insomnia,Uplifted,Dry mouth,Lack of appetite,Sleepy,,Stress,Euphoric,,,Energetic,,,17.0,6.0,Honey,Vanilla,Spicy/Herbal
697,Wappa,Hybrid,4.3,188.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Pain,Sleepy,Paranoid,Insomnia,20.0,0.0,Sweet,Earthy,Citrus
698,Pacific Blue,Indica,4.8,25.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,,Insomnia,Euphoric,,Depression,Tingly,,Anxiety,22.0,14.0,Earthy,Flowery,Woody
699,Dragon Fruit,Hybrid,4.4,23.0,Caryophyllene,Happy,Dry mouth,Depression,Uplifted,Dizzy,Anxiety,Relaxed,Dry eyes,Eye pressure,Hungry,Paranoid,Insomnia,Focused,,Lack of appetite,19.0,1.0,Earthy,,
700,Barbara Bud,Indica,3.7,38.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Stress,Uplifted,Dizzy,Insomnia,Euphoric,Anxious,Depression,Happy,Headache,Lack of appetite,18.0,4.0,Sweet,Citrus,Earthy
701,MILF,Hybrid,4.5,22.0,Myrcene,Happy,Dizzy,Stress,Uplifted,Dry mouth,Cramps,Relaxed,Dry eyes,Depression,Euphoric,Headache,Headaches,Talkative,Paranoid,Inflammation,18.0,8.0,Sweet,Earthy,Sage
702,Chocolate OG,Indica,4.8,46.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Headache,Pain,Giggly,,Insomnia,12.0,8.0,Honey,Skunk,Cheese
703,Chunky Diesel,Hybrid,4.6,60.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Paranoid,Fatigue,Relaxed,,Pain,Focused,,Anxiety,19.0,6.0,Earthy,Diesel,Coffee
704,Queen Mother Goji,Indica,4.7,41.0,Myrcene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Depression,Uplifted,Dizzy,Insomnia,Focused,Anxious,Stress,Euphoric,Headache,Fatigue,20.0,1.0,Lemon,,
705,Mendo Queen,Hybrid,4.7,3.0,Myrcene,Uplifted,Dry eyes,Depression,Talkative,Dry mouth,Fatigue,Happy,Headache,Nausea,Giggly,Paranoid,Pain,Euphoric,,Stress,17.0,0.0,Earthy,Woody,Tobacco
706,Platinum Sour Diesel,Hybrid,4.9,16.0,Caryophyllene,Happy,Dry eyes,Depression,Relaxed,Dry mouth,Eye pressure,Focused,Anxious,Muscle spasms,Euphoric,Dizzy,Pain,Uplifted,Headache,Stress,17.0,6.0,Sweet,Lemon,Flowery
707,Jamaican Pearl,Sativa,4.3,50.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Creative,Paranoid,Pain,Energetic,Headache,Nausea,18.0,1.0,Earthy,Pungent,Tropical
708,Purple Tears,Hybrid,5.0,3.0,Caryophyllene,Tingly,Dry eyes,Depression,Relaxed,Dry mouth,Headaches,Hungry,,Inflammation,Happy,,Insomnia,Uplifted,,Lack of appetite,15.0,7.0,Earthy,Flowery,Lavender
709,Black Jack,Hybrid,4.4,486.0,Terpinolene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Dizzy,Pain,Euphoric,Anxious,Depression,Focused,Headache,PTSD,18.0,6.0,Earthy,Pine,Woody
710,Blueberry AK,Hybrid,4.7,34.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dizzy,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Headache,Fatigue,Energetic,,Arthritis,20.0,1.0,Blueberry,Sweet,Skunk
711,Amherst Sour Diesel,Hybrid,4.5,22.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Depression,Relaxed,Paranoid,ADD,Euphoric,,Anxiety,Tingly,,Fatigue,16.0,1.0,Earthy,,
712,Nightmare Cookies,Hybrid,4.6,67.0,Caryophyllene,Relaxed,Dizzy,Stress,Happy,Dry mouth,Depression,Euphoric,Paranoid,Anxiety,Uplifted,Dry eyes,Lack of appetite,Focused,Headache,Pain,19.0,0.0,Sweet,Earthy,Vanilla
713,B-52,Indica,4.2,50.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Insomnia,Happy,Anxious,Depression,Sleepy,Paranoid,Lack of appetite,Uplifted,,Pain,19.0,6.0,Earthy,Sweet,Berry
714,Jungle Scout Cookies,Hybrid,4.5,6.0,Caryophyllene,Uplifted,Dry eyes,Depression,Focused,Dry mouth,Stress,Energetic,,Headaches,Relaxed,,Inflammation,Hungry,,Insomnia,23.0,0.0,Earthy,,
715,Snow Diesel,Hybrid,3.4,9.0,Caryophyllene,Uplifted,Dry eyes,Depression,Happy,Dry mouth,Lack of appetite,Relaxed,Dizzy,Nausea,Hungry,,,Euphoric,,,14.0,1.0,Diesel,Sweet,TreeFruit
716,U2 Kush,Indica,4.0,39.0,,Relaxed,Dry mouth,Insomnia,Sleepy,Anxious,Stress,Happy,Dizzy,Depression,Euphoric,Dry eyes,Nausea,Hungry,Headache,Pain,16.0,0.0,Lavender,Sweet,Skunk
717,Amethyst Bud,Hybrid,4.2,22.0,Limonene,Euphoric,Dry mouth,Stress,Uplifted,Dry eyes,Insomnia,Happy,Headache,Nausea,Creative,Paranoid,Pain,Relaxed,,Anxiety,11.0,0.0,Berry,Sweet,Flowery
718,Urkle Train Haze,Hybrid,4.8,52.0,Myrcene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Nausea,Euphoric,Anxious,Stress,Uplifted,Dizzy,Depression,Creative,,Anxiety,17.0,1.0,Sweet,Berry,Grape
719,Snow White,Hybrid,4.3,162.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Hungry,Anxious,Nausea,17.0,8.0,Earthy,Spicy/Herbal,Pine
720,Alien OG,Hybrid,4.4,1068.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Dizzy,Pain,Uplifted,Paranoid,Depression,Creative,Headache,Insomnia,18.0,0.0,Earthy,Pine,Lemon
721,Nordle,Indica,4.0,79.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Pain,Uplifted,Dizzy,Anxiety,Sleepy,Dry eyes,Depression,Focused,Paranoid,Inflammation,6.0,10.0,Earthy,Pine,Sweet
722,Three Blue Kings,Hybrid,4.5,6.0,Caryophyllene,Relaxed,Dry eyes,Depression,Sleepy,Anxious,Insomnia,Tingly,Dry mouth,Anxiety,Giggly,Headache,Lack of appetite,Creative,,Stress,20.0,11.0,Blueberry,,
723,Ash,Hybrid,4.5,15.0,Caryophyllene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Pain,Euphoric,Anxious,Stress,Uplifted,Dizzy,Anxiety,Sleepy,Headache,Eye pressure,19.0,13.0,Pungent,Skunk,Spicy/Herbal
724,Purple Star,Indica,4.3,35.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Insomnia,Euphoric,Anxious,Depression,Hungry,Dizzy,Stress,Tingly,,Muscle spasms,18.0,0.0,Berry,Grape,Earthy
725,Pineapple,Hybrid,4.2,526.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Paranoid,Pain,Energetic,Headache,Insomnia,17.0,0.0,Pineapple,Tropical,Citrus
726,Apple Kush,Hybrid,4.5,47.0,Myrcene,Relaxed,Dry eyes,Stress,Euphoric,Dry mouth,Depression,Happy,Dizzy,Insomnia,Tingly,Headache,Pain,Sleepy,,Anxiety,20.0,6.0,Apple,Sweet,Diesel
727,Critical Bilbo,Hybrid,4.3,78.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Sleepy,Dizzy,Depression,Hungry,Paranoid,Anxiety,Euphoric,Anxious,Pain,17.0,9.0,Earthy,Pine,Rose
728,Strawberry Kush,Hybrid,4.1,442.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Sleepy,Anxious,Insomnia,16.0,0.0,Strawberry,Sweet,Berry
729,Blueberry Silvertip,Hybrid,4.5,61.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Anxious,Depression,Euphoric,Dizzy,Pain,Giggly,Headache,PTSD,18.0,1.0,Earthy,Blueberry,Berry
730,Green Goblin,Sativa,4.3,117.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Focused,Paranoid,Depression,Creative,Anxious,Insomnia,14.0,1.0,Pungent,Diesel,Tropical
731,Gorilla Grapes,Hybrid,4.7,69.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Anxious,Depression,Uplifted,Dizzy,PTSD,Focused,,Pain,17.0,2.0,Earthy,,
732,Purple Thai,Sativa,4.4,55.0,Ocimene,Happy,Dry eyes,Stress,Uplifted,Dry mouth,Depression,Euphoric,Headache,Pain,Relaxed,,Fatigue,Creative,,Headaches,17.0,0.0,Woody,Lemon,Flowery
733,Black Triangle,Hybrid,4.8,28.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,,Insomnia,Uplifted,,Fatigue,Sleepy,,Pain,26.0,0.0,Earthy,,
734,Forum Cut Cookies,Hybrid,4.4,31.0,Caryophyllene,Happy,Dry eyes,Anxiety,Euphoric,Dry mouth,PTSD,Uplifted,Dizzy,Depression,Energetic,Headache,Headaches,Relaxed,,Insomnia,22.0,0.0,Earthy,,
735,Cornbread,Indica,4.6,159.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Anxious,Pain,Euphoric,Dizzy,Anxiety,Hungry,Paranoid,Lack of appetite,18.0,0.0,Woody,Earthy,Lemon
736,Cookie Dawg,Hybrid,4.3,27.0,Caryophyllene,Relaxed,Dry mouth,Stress,Sleepy,Dizzy,Depression,Euphoric,Dry eyes,Insomnia,Happy,Anxious,Lack of appetite,Hungry,Paranoid,Anxiety,19.0,1.0,Earthy,,
737,Kosher Tangie,Hybrid,4.5,196.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Euphoric,Dizzy,Pain,Uplifted,Headache,Anxiety,Creative,Paranoid,Insomnia,21.0,0.0,Citrus,Orange,Pine
738,Purple Dream,Hybrid,4.4,288.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Paranoid,Anxiety,Uplifted,Dizzy,Depression,Focused,Anxious,Insomnia,17.0,11.0,Sweet,Berry,Blueberry
739,Purple Elephant,Indica,4.2,112.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Paranoid,Insomnia,Uplifted,Anxious,Depression,Sleepy,Dizzy,Pain,17.0,0.0,Blueberry,Earthy,Pungent
740,Ghost Cookies,Hybrid,4.8,35.0,Caryophyllene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Depression,Uplifted,Anxious,Pain,Euphoric,Dizzy,Insomnia,Sleepy,Paranoid,Anxiety,18.0,0.0,Sweet,Earthy,Woody
741,Disco Glitter,Hybrid,4.6,16.0,Limonene,Relaxed,Anxious,Depression,Uplifted,Dry mouth,Eye pressure,Euphoric,Dizzy,Insomnia,Happy,,Stress,Sleepy,,Anxiety,24.0,7.0,Grape,,
742,Mighty Glue,Hybrid,4.0,5.0,Myrcene,Happy,Dry mouth,ADD,Giggly,Dizzy,Depression,Tingly,Paranoid,Eye pressure,Talkative,,Muscle spasms,Euphoric,,Seizures,17.0,0.0,Earthy,Woody,Berry
743,Organic Diesel,Hybrid,4.3,19.0,Limonene,Uplifted,Dry eyes,Stress,Happy,Dry mouth,Pain,Euphoric,Dizzy,Migraines,Talkative,Paranoid,Headaches,Relaxed,,Anxiety,22.0,0.0,Pungent,Flowery,Diesel
744,Nepalese,Sativa,4.3,51.0,Myrcene,Happy,Dry eyes,Stress,Relaxed,Dry mouth,Depression,Euphoric,Dizzy,Nausea,Uplifted,Anxious,Pain,Creative,Headache,Insomnia,20.0,0.0,Earthy,Citrus,Mint
745,Zelly’s Gift,Sativa,4.7,30.0,Pinene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Euphoric,Dizzy,Headaches,Energetic,,Anxiety,Relaxed,,Fatigue,15.0,6.0,Citrus,,
746,Tangie Dream,Hybrid,4.5,20.0,Myrcene,Creative,Dry eyes,Depression,Uplifted,Dry mouth,Anxiety,Happy,,PTSD,Euphoric,,Fatigue,Focused,,Lack of appetite,20.0,11.0,Orange,Citrus,Sweet
747,Sonic Screwdriver,Sativa,4.6,22.0,Limonene,Happy,Dry mouth,Anxiety,Uplifted,Dizzy,Pain,Euphoric,,Stress,Giggly,,Migraines,Energetic,,PTSD,17.0,1.0,Earthy,Citrus,Woody
748,Blue Power,Indica,4.5,55.0,Limonene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,Headache,Pain,Uplifted,Paranoid,Insomnia,Creative,,Anxiety,15.0,10.0,Berry,Earthy,Blueberry
749,White Dawg,Hybrid,4.1,70.0,Caryophyllene,Happy,Dry mouth,Anxiety,Relaxed,Dry eyes,Stress,Euphoric,Paranoid,Pain,Uplifted,Anxious,Depression,Creative,Dizzy,Lack of appetite,20.0,1.0,Pine,Woody,Pungent
750,Northern Wreck,Indica,4.7,85.0,Caryophyllene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Depression,Uplifted,Anxious,Anxiety,Sleepy,Paranoid,Insomnia,26.0,1.0,Earthy,Flowery,Sweet
751,Harlequin GDP,Hybrid,4.4,45.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Anxiety,Uplifted,Anxious,Depression,Euphoric,Headache,Pain,Focused,Dry eyes,Insomnia,4.0,7.0,Earthy,Skunk,Grape
752,Hawaiian Sunrise,Hybrid,4.1,9.0,Myrcene,Uplifted,Dizzy,Depression,Happy,Dry mouth,Stress,Focused,Paranoid,Fatigue,Energetic,,Headaches,Relaxed,,Insomnia,19.0,0.0,Citrus,Lemon,Spicy/Herbal
753,C4,Hybrid,4.4,96.0,Myrcene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Anxious,Anxiety,Euphoric,Dizzy,Pain,Focused,Paranoid,Headaches,19.0,0.0,Citrus,Skunk,Earthy
754,Durban Cheese,Hybrid,4.0,25.0,Myrcene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Paranoid,Depression,Relaxed,Anxious,Anxiety,Hungry,Dizzy,Nausea,15.0,1.0,Citrus,Cheese,Earthy
