,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
740,Outlaw,Sativa,4.6,21.0,Myrcene,Uplifted,Dry eyes,Depression,Relaxed,Dry mouth,Stress,Euphoric,N/A,Pain,Happy,N/A,Anxiety,Focused,N/A,Fatigue,18.0,0.0,Earthy,Sweet,Citrus
743,Cowboy Kush,Hybrid,4.7,33.0,Limonene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Focused,Anxious,Depression,Euphoric,N/A,Pain,Creative,N/A,Headaches,21.0,11.0,Earthy,Pungent,Spicy/Herbal
744,Crescendo RBx1,Hybrid,4.7,31.0,Caryophyllene,Happy,Dry mouth,Nausea,Euphoric,Anxious,Pain,Relaxed,Dizzy,Depression,Tingly,Headache,Insomnia,Hungry,N/A,Lack of appetite,24.0,1.0,Earthy,N/A,N/A
746,Honey Boo Boo,Indica,4.6,67.0,Limonene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Depression,Sleepy,Paranoid,Anxiety,Uplifted,Anxious,PTSD,14.0,0.0,Sweet,Honey,Earthy
747,Gorilla Girl,Hybrid,4.8,32.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Depression,Uplifted,Dizzy,Insomnia,Euphoric,Headache,Stress,Creative,N/A,Anxiety,14.0,1.0,Woody,Earthy,Diesel
748,Dream Beaver,Sativa,4.7,51.0,Myrcene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Euphoric,Anxious,Anxiety,Energetic,Dizzy,Fatigue,Creative,N/A,Pain,20.0,0.0,Earthy,Citrus,BlueCheese
749,Ayahuasca Purple,Indica,4.6,78.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Anxiety,Sleepy,Anxious,Insomnia,Uplifted,Headache,Depression,16.0,10.0,Grape,Sweet,Berry
753,Ice Wreck,Hybrid,4.2,49.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dizzy,Depression,Happy,Dry eyes,Pain,Uplifted,Anxious,Insomnia,Tingly,Paranoid,Lack of appetite,20.0,1.0,Earthy,Chemical,Menthol
758,Alchemy,Hybrid,4.6,13.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Pain,Talkative,Dizzy,Anxiety,Hungry,N/A,Depression,Euphoric,N/A,Headaches,24.0,1.0,Honey,Earthy,Flowery
759,Lemon Tree,Hybrid,4.5,113.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dizzy,Depression,Uplifted,Anxious,Stress,Euphoric,Dry eyes,Pain,Creative,Headache,Fatigue,19.0,6.0,Diesel,N/A,N/A
760,Qrazy Train,Hybrid,4.2,170.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Dizzy,Pain,Euphoric,Headache,Anxiety,Focused,Anxious,Insomnia,16.0,1.0,Sweet,Skunk,Lemon
761,Blueberry Haze,Hybrid,4.2,319.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Depression,Energetic,Anxious,Insomnia,17.0,1.0,Blueberry,Sweet,Flowery
764,Tranquil Elephantizer: Remix,Indica,4.5,42.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dizzy,Insomnia,Euphoric,Dry eyes,Stress,Uplifted,Anxious,Depression,Hungry,N/A,Cramps,18.0,0.0,Pepper,Spicy/Herbal,Grape
765,Jazz,Hybrid,4.3,30.0,Linalool,Uplifted,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Happy,Anxious,Anxiety,Euphoric,Paranoid,Pain,Energetic,Dizzy,Fatigue,15.0,0.0,Flowery,Citrus,Pepper
766,Purple Passion,Indica,4.5,71.0,Myrcene,Sleepy,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Relaxed,Headache,Anxiety,Euphoric,Anxious,Pain,Uplifted,Dizzy,Depression,15.0,0.0,Pungent,Grape,Sweet
774,Angel OG,Indica,4.7,23.0,Limonene,Happy,Dry eyes,Anxiety,Sleepy,Dry mouth,Insomnia,Relaxed,Anxious,Pain,Euphoric,Dizzy,Migraines,Uplifted,Headache,Muscle spasms,20.0,0.0,Pungent,Berry,Diesel
775,Redwood Kush,Indica,4.4,204.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Uplifted,Headache,Anxiety,Sleepy,Paranoid,Depression,14.0,0.0,Earthy,Woody,Pine
776,Rockstar Kush,Indica,4.2,90.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Headache,Lack of appetite,Hungry,Paranoid,Pain,Euphoric,Anxious,Depression,18.0,0.0,Earthy,Woody,Skunk
780,Gushers,Hybrid,4.7,99.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Depression,Euphoric,Anxious,Pain,Uplifted,Dry eyes,Anxiety,Creative,N/A,Insomnia,23.0,0.0,Earthy,N/A,N/A
781,Vanilla Kush,Indica,4.3,535.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Anxiety,Happy,Dizzy,Insomnia,Euphoric,Headache,Pain,Uplifted,Paranoid,Depression,18.0,4.0,Vanilla,Sweet,Spicy/Herbal
786,SFV OG,Hybrid,4.4,824.0,Myrcene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Anxiety,Focused,Paranoid,Headaches,20.0,0.0,Earthy,Pine,Lemon
787,Jack's Cleaner,Sativa,4.2,80.0,Terpinolene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Energetic,Paranoid,Anxiety,Focused,Anxious,Depression,Uplifted,Dizzy,Fatigue,16.0,6.0,Citrus,N/A,N/A
788,Blue Mystic,Indica,4.3,156.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Sleepy,Anxious,Insomnia,16.0,1.0,Blueberry,Flowery,Berry
790,Green Ribbon,Hybrid,4.1,167.0,Limonene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Energetic,Paranoid,Depression,Creative,Anxious,Pain,Focused,Dizzy,Fatigue,18.0,10.0,Lemon,TreeFruit,Lime
791,A-Train,Hybrid,4.0,84.0,Limonene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Relaxed,Dizzy,Pain,Hungry,Anxious,Insomnia,17.0,1.0,Earthy,Spicy/Herbal,Flowery
794,Super Sour OG,Hybrid,4.7,56.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,N/A,Depression,Euphoric,N/A,Pain,Giggly,N/A,Inflammation,23.0,6.0,Diesel,Earthy,Berry
795,Mandala #1,Hybrid,4.0,12.0,Myrcene,Euphoric,Dry eyes,Nausea,Uplifted,Dry mouth,Headaches,Relaxed,Anxious,Depression,Happy,Dizzy,Lack of appetite,Energetic,Paranoid,Stress,12.0,1.0,Mint,Berry,Apple
796,Gelato Sorbet,Hybrid,4.8,4.0,Terpinolene,Creative,Dry eyes,Fatigue,Uplifted,Dry mouth,ADD,Talkative,N/A,Anxiety,Sleepy,N/A,Hypertension,Relaxed,N/A,Migraines,17.0,0.0,Vanilla,N/A,N/A
799,Lime Green Skunk,Hybrid,4.2,30.0,Caryophyllene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Paranoid,Depression,Focused,Dizzy,Insomnia,Relaxed,N/A,Pain,15.0,1.0,Lime,Citrus,Flowery
800,Orange Kush Breath,Hybrid,4.2,11.0,Caryophyllene,Relaxed,Dry eyes,Cramps,Happy,Dry mouth,Depression,Uplifted,N/A,Fatigue,Euphoric,N/A,Lack of appetite,Tingly,N/A,Pain,19.0,0.0,Earthy,Citrus,Orange
801,Golden State Banana,Indica,4.6,25.0,Limonene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Euphoric,Dizzy,Lack of appetite,Uplifted,Headache,Nausea,Hungry,N/A,Pain,18.0,0.0,Sweet,Tropical,TreeFruit
804,Blue Diesel,Hybrid,4.3,604.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Creative,Anxious,Insomnia,17.0,1.0,Diesel,Blueberry,Pine
809,Green Dragon,Indica,4.1,86.0,Terpinolene,Relaxed,Dry mouth,Stress,Euphoric,Dizzy,Pain,Happy,Dry eyes,Anxiety,Uplifted,Anxious,Depression,Sleepy,Headache,Lack of appetite,20.0,4.0,Sweet,Pine,Earthy
811,Jillybean,Hybrid,4.2,989.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Energetic,Paranoid,Pain,Creative,Anxious,Fatigue,16.0,0.0,Citrus,Sweet,Orange
813,Mt. Rainier,Hybrid,4.7,15.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Arthritis,Tingly,N/A,PTSD,Aroused,N/A,Fatigue,18.0,0.0,Earthy,Woody,Skunk
815,Dutch Haze,Sativa,4.3,14.0,Myrcene,Energetic,Dry mouth,Lack of appetite,Uplifted,Anxious,Stress,Creative,N/A,Depression,Relaxed,N/A,Headaches,Happy,N/A,Nausea,21.0,0.0,Citrus,Sweet,Lemon
816,Purple Crack,Hybrid,4.2,91.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Pain,Euphoric,Headache,Anxiety,Focused,Paranoid,Insomnia,17.0,10.0,Pungent,Earthy,Sweet
817,Trinity,Sativa,4.3,183.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Energetic,Paranoid,Pain,Creative,Headache,PTSD,18.0,0.0,Pine,Flowery,Pungent
819,LA Confidential,Indica,4.3,1348.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Headache,Depression,17.0,4.0,Earthy,Pine,Sweet
822,Cannatonic,Hybrid,4.3,836.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Anxious,Anxiety,Focused,Dizzy,Depression,Euphoric,Headache,Inflammation,5.0,9.0,Earthy,Citrus,Woody
824,Blue Jay Way,Hybrid,4.6,8.0,Myrcene,Relaxed,Dry eyes,Cramps,Focused,Dry mouth,Depression,Uplifted,Dizzy,Inflammation,Tingly,Headache,Insomnia,Talkative,N/A,ADD,19.0,0.0,Sweet,Blueberry,Citrus
826,Fire Alien Strawberry,Hybrid,4.0,5.0,Caryophyllene,Hungry,Dry mouth,ADD,Uplifted,Anxious,Depression,Talkative,Paranoid,Fatigue,Relaxed,N/A,Stress,Happy,N/A,Parkinson,19.0,0.0,Sweet,Spicy/Herbal,Strawberry
827,Nectarine Lips,Sativa,4.6,10.0,Limonene,Happy,Dizzy,Stress,Focused,Dry mouth,Depression,Euphoric,Headache,Lack of appetite,Creative,N/A,ADD,Relaxed,N/A,Anxiety,18.0,0.0,Orange,Citrus,Sweet
829,Deadhead OG,Hybrid,4.3,555.0,Caryophyllene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Depression,Uplifted,Anxious,Anxiety,Creative,Paranoid,Insomnia,20.0,1.0,Pine,Earthy,Pungent
830,M-39,Indica,3.0,182.0,Myrcene,Sleepy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Happy,Headache,Insomnia,Hungry,Dizzy,Pain,Euphoric,Paranoid,Depression,17.0,6.0,Earthy,Citrus,Flowery
831,Trap Star,Indica,4.8,17.0,Limonene,Relaxed,Dry eyes,Pain,Happy,Dry mouth,Stress,Euphoric,Paranoid,Depression,Sleepy,N/A,Arthritis,Hungry,N/A,Insomnia,22.0,0.0,Diesel,Sweet,Pungent
832,Chem 91,Hybrid,4.5,183.0,Limonene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Headache,Depression,Creative,Anxious,Fatigue,21.0,9.0,Earthy,N/A,N/A
835,Tahoe Purps,Indica,4.0,7.0,Pinene,Relaxed,Anxious,Lack of appetite,Sleepy,Dry mouth,Stress,Hungry,N/A,N/A,Happy,N/A,N/A,Creative,N/A,N/A,15.0,7.0,Earthy,Woody,Citrus
836,Willy's Wonder,Indica,4.2,238.0,Myrcene,Euphoric,Dry mouth,Anxiety,Relaxed,Dry eyes,Stress,Happy,Dizzy,Pain,Uplifted,Headache,Depression,Sleepy,Paranoid,Insomnia,18.0,4.0,Earthy,N/A,N/A
841,Chucky's Bride,Hybrid,3.9,8.0,Myrcene,Happy,Dry eyes,Depression,Talkative,Dry mouth,Lack of appetite,Giggly,N/A,Stress,Euphoric,N/A,Anxiety,Energetic,N/A,Headaches,18.0,1.0,Sweet,N/A,N/A
845,Space Bomb,Hybrid,4.5,132.0,Caryophyllene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,Paranoid,Anxiety,Relaxed,Dizzy,Pain,Focused,Anxious,Fatigue,13.0,0.0,Earthy,Flowery,Sweet
847,Dream Queen,Hybrid,4.3,368.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Relaxed,Paranoid,Depression,Creative,Anxious,Insomnia,16.0,11.0,Sweet,Citrus,Pungent
848,Cashus Clay,Hybrid,4.4,5.0,Myrcene,Uplifted,Dry eyes,Stress,Happy,Dry mouth,Depression,Relaxed,Headache,Pain,Focused,N/A,Fatigue,Euphoric,N/A,Insomnia,16.0,10.0,Earthy,Pungent,Butter
849,3X Crazy,Indica,4.4,150.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Euphoric,Anxious,Pain,Sleepy,Dizzy,Depression,Uplifted,Paranoid,Anxiety,13.0,0.0,Earthy,Woody,Pepper
850,Sour Willie,Sativa,4.5,43.0,Myrcene,Happy,Dry mouth,Lack of appetite,Energetic,Dry eyes,Depression,Uplifted,Headache,Pain,Euphoric,Anxious,Stress,Relaxed,Dizzy,Anxiety,19.0,6.0,Pungent,Citrus,Sweet
852,SinMint Cookies,Hybrid,4.6,90.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Depression,Uplifted,Headache,Insomnia,Tingly,Paranoid,Anxiety,23.0,0.0,Earthy,Sweet,Pungent
854,Lemon Banana Sherbet,Hybrid,4.3,22.0,Myrcene,Happy,Dry eyes,Depression,Uplifted,Dry mouth,Stress,Relaxed,N/A,Anxiety,Focused,N/A,Pain,Euphoric,N/A,Lack of appetite,20.0,0.0,Flowery,Skunk,Lemon
857,Humboldt Headband,Indica,4.9,10.0,Terpinolene,Relaxed,Dizzy,Stress,Sleepy,Dry mouth,Depression,Happy,Anxious,Insomnia,Euphoric,Dry eyes,Lack of appetite,Tingly,N/A,Pain,21.0,0.0,Berry,Chemical,Sweet
858,Conspiracy Kush,Indica,4.6,148.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,Dizzy,Insomnia,Euphoric,Paranoid,Depression,Uplifted,Anxious,Anxiety,19.0,0.0,Pine,Citrus,Woody
861,CSG,Hybrid,4.3,3.0,Myrcene,Uplifted,Anxious,Anxiety,Relaxed,Dizzy,Depression,Euphoric,Dry mouth,Fatigue,Hungry,N/A,Headaches,Happy,N/A,Inflammation,24.0,0.0,Earthy,N/A,N/A
862,Orange Dream,Hybrid,4.2,91.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Dizzy,Pain,Euphoric,Paranoid,Anxiety,Energetic,Headache,Fatigue,17.0,11.0,Orange,Citrus,Vanilla
866,Deep Purple,Indica,3.8,90.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Happy,Headache,Insomnia,Hungry,Anxious,Depression,16.0,1.0,Mint,Grape,Sweet
872,Mercury OG,Indica,4.4,50.0,Limonene,Euphoric,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Happy,Dizzy,Pain,Uplifted,Paranoid,Anxiety,Giggly,N/A,Insomnia,19.0,0.0,Earthy,Woody,Pungent
873,Superstar,Hybrid,4.1,21.0,Caryophyllene,Uplifted,Anxious,Depression,Relaxed,Dizzy,Stress,Euphoric,Dry eyes,Pain,Happy,Dry mouth,Fatigue,Creative,Paranoid,Muscle spasms,20.0,0.0,Citrus,Flowery,Earthy
876,Beastmode OG,Hybrid,4.3,38.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Pain,Uplifted,Dry eyes,Anxiety,Euphoric,Paranoid,Fatigue,Energetic,Dizzy,Lack of appetite,18.0,0.0,Earthy,Flowery,Pine
879,OG 1 Kenobi,Indica,4.5,17.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Sleepy,Dizzy,Depression,Euphoric,Dry eyes,Insomnia,Hungry,Paranoid,Stress,Uplifted,N/A,Pain,21.0,0.0,Earthy,Citrus,Tropical
883,91 Krypt,Indica,4.8,16.0,Limonene,Relaxed,Dizzy,Stress,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Lack of appetite,Sleepy,N/A,Insomnia,Giggly,N/A,Nausea,16.0,0.0,Earthy,Pungent,Diesel
884,Saturn OG,Hybrid,4.4,47.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Insomnia,Uplifted,Paranoid,Pain,Sleepy,Dizzy,Anxiety,19.0,0.0,Earthy,Pungent,Citrus
885,LA Kush Cake,Hybrid,4.6,39.0,Caryophyllene,Relaxed,Dry eyes,Pain,Euphoric,Dry mouth,Anxiety,Uplifted,Anxious,Depression,Happy,N/A,Stress,Giggly,N/A,PTSD,23.0,0.0,Sweet,N/A,N/A
888,Lucy,Hybrid,4.4,38.0,Caryophyllene,Relaxed,Dry mouth,Pain,Uplifted,Dry eyes,Stress,Happy,N/A,Anxiety,Sleepy,N/A,Inflammation,Focused,N/A,Muscle spasms,5.0,9.0,Earthy,Woody,Citrus
889,Fruity Widow,Hybrid,4.9,10.0,Myrcene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Talkative,N/A,Depression,Sleepy,N/A,Insomnia,Hungry,N/A,Lack of appetite,17.0,8.0,Sweet,Blueberry,N/A
890,Candy Jack,Sativa,4.4,264.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Paranoid,Anxiety,Energetic,Headache,Fatigue,Creative,Anxious,Pain,19.0,6.0,Sweet,Pine,Tea
894,Blaze,Sativa,4.2,14.0,Myrcene,Euphoric,Dry mouth,Pain,Uplifted,Headache,Stress,Energetic,Dry eyes,Arthritis,Talkative,N/A,Headaches,Creative,N/A,Inflammation,17.0,1.0,Blueberry,Sweet,Spicy/Herbal
902,Pandora's Box,Sativa,4.2,137.0,Myrcene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Headache,Depression,Energetic,Paranoid,Pain,Relaxed,Dizzy,Nausea,18.0,8.0,Sweet,N/A,N/A
905,Zeus OG,Hybrid,4.6,43.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Headache,Depression,Euphoric,Dizzy,Muscle spasms,Creative,Paranoid,Insomnia,14.0,0.0,Sweet,Skunk,Earthy
913,Afwreck,Hybrid,3.9,124.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Dizzy,Pain,Creative,Headache,Depression,Relaxed,Paranoid,Insomnia,17.0,1.0,Earthy,Pungent,Diesel
914,Afgoo,Indica,4.0,638.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Happy,Paranoid,Anxiety,Uplifted,Headache,Depression,17.0,4.0,Earthy,Pine,Woody
917,Snowcap,Hybrid,4.1,502.0,Pinene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Energetic,Paranoid,Depression,Euphoric,Dizzy,Pain,Creative,Anxious,Fatigue,16.0,0.0,Lemon,Citrus,Flowery
919,Lava Cake,Hybrid,4.5,114.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Euphoric,Dry eyes,Pain,Happy,Paranoid,Stress,Uplifted,Headache,Depression,Hungry,N/A,PTSD,19.0,1.0,Earthy,N/A,N/A
920,Blurple,Hybrid,4.1,38.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Anxiety,Euphoric,Dizzy,Nausea,Hungry,Dry eyes,Pain,Focused,Headache,Depression,17.0,11.0,Berry,Sweet,Flowery
921,Johnny’s Tonic,Sativa,4.7,11.0,Myrcene,Relaxed,Dry eyes,Inflammation,Happy,Dry mouth,Pain,Uplifted,N/A,Cramps,Focused,N/A,Fatigue,Euphoric,N/A,Stress,4.0,8.0,Earthy,N/A,N/A
922,Sour Cream,Hybrid,4.2,86.0,Caryophyllene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Pain,Euphoric,Anxious,Anxiety,Focused,Paranoid,Fatigue,20.0,6.0,Diesel,Flowery,Spicy/Herbal
933,Lemon Cheesecake,Hybrid,4.5,11.0,Terpinolene,Relaxed,Dry mouth,Cramps,Happy,Dry eyes,Depression,Euphoric,N/A,Lack of appetite,Uplifted,N/A,Pain,Giggly,N/A,Stress,19.0,0.0,Lemon,N/A,N/A
934,Cannadential,Hybrid,3.9,56.0,Myrcene,Euphoric,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Headache,Anxiety,Energetic,Dizzy,Depression,Relaxed,Anxious,Migraines,17.0,9.0,Sweet,Woody,Berry
935,Dutch Dragon,Sativa,4.3,101.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Uplifted,Headache,Pain,Energetic,Paranoid,Anxiety,Creative,Anxious,Fatigue,19.0,1.0,Citrus,Sweet,Tropical
940,Black Label Kush,Indica,4.1,32.0,Myrcene,Sleepy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Dizzy,Insomnia,Relaxed,Headache,Pain,Tingly,N/A,Migraines,21.0,0.0,Earthy,Woody,Spicy/Herbal
946,Alion,Hybrid,4.4,5.0,Myrcene,Uplifted,Anxious,Depression,Relaxed,Paranoid,Fatigue,Happy,Dizzy,Headaches,Tingly,Dry mouth,Inflammation,Talkative,Headache,Insomnia,16.0,11.0,Sweet,N/A,N/A
951,Connie Chung,Hybrid,4.1,79.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Uplifted,Paranoid,Insomnia,Sleepy,N/A,Depression,19.0,9.0,Tea,Sweet,Flowery
952,Crouching Tiger Hidden Alien,Indica,4.8,20.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Depression,Euphoric,Dry eyes,Anxiety,Uplifted,N/A,Fatigue,Tingly,N/A,Insomnia,18.0,0.0,Earthy,Flowery,Pungent
954,Blue Ivy,Hybrid,4.3,35.0,Caryophyllene,Euphoric,Dry eyes,Depression,Uplifted,Dry mouth,Stress,Happy,Dizzy,Anxiety,Relaxed,Paranoid,Migraines,Energetic,Anxious,Insomnia,15.0,0.0,Blueberry,Sweet,Flowery
956,Blue Moonshine,Indica,4.1,94.0,Caryophyllene,Relaxed,Dry eyes,Stress,Euphoric,Dry mouth,Pain,Happy,Dizzy,Depression,Sleepy,Headache,Anxiety,Uplifted,Anxious,Insomnia,20.0,4.0,Blueberry,Berry,Earthy
961,Sour Grape,Hybrid,4.2,203.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Uplifted,Paranoid,Anxiety,Euphoric,Anxious,Depression,Creative,Dizzy,Insomnia,19.0,6.0,Grape,Diesel,Sweet
963,Silverback Gorilla,Indica,4.5,154.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Stress,Euphoric,Dizzy,Pain,Happy,Paranoid,Depression,Uplifted,Anxious,Anxiety,18.0,0.0,Pungent,Grape,Sweet
967,Fruit Spirit,Hybrid,4.3,42.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Relaxed,Headache,Lack of appetite,Focused,Paranoid,Depression,Uplifted,Anxious,Anxiety,18.0,8.0,Spicy/Herbal,Earthy,Berry
968,Jamaican,Sativa,4.3,65.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Lack of appetite,Uplifted,Dizzy,Stress,Creative,Anxious,Fatigue,Euphoric,Paranoid,Nausea,11.0,0.0,Earthy,Woody,Spicy/Herbal
970,Lemon Kush,Hybrid,4.1,1204.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Euphoric,Paranoid,Pain,Creative,Anxious,Insomnia,20.0,10.0,Lemon,Citrus,Earthy
971,Digweed,Indica,4.0,21.0,Myrcene,Relaxed,Dry mouth,Pain,Uplifted,Dizzy,Stress,Happy,Dry eyes,Anxiety,Giggly,N/A,Inflammation,Euphoric,N/A,Depression,18.0,4.0,Earthy,Sweet,Skunk
973,Strawberry Cheesecake,Indica,4.4,195.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Anxiety,Hungry,Anxious,Lack of appetite,16.0,8.0,Strawberry,Sweet,Cheese
974,Mimosa,Hybrid,4.5,693.0,Myrcene,Happy,Dry mouth,Anxiety,Uplifted,Dry eyes,Depression,Energetic,Anxious,Stress,Relaxed,Paranoid,Pain,Focused,Dizzy,Fatigue,19.0,0.0,Citrus,Sweet,Orange
976,Blackberry Hashplant,Indica,3.1,27.0,Myrcene,Euphoric,Dry mouth,Pain,Sleepy,Dry eyes,Anxiety,Uplifted,Dizzy,Stress,Energetic,Headache,Nausea,Happy,Paranoid,Migraines,13.0,1.0,Berry,Sweet,Earthy
980,Wet Dream,Sativa,4.4,84.0,Myrcene,Euphoric,Dry mouth,Depression,Energetic,Dry eyes,Stress,Uplifted,Dizzy,Lack of appetite,Creative,Paranoid,Anxiety,Happy,Anxious,Fatigue,18.0,11.0,Earthy,BlueCheese,Skunk
989,Paris OG,Indica,4.6,318.0,Limonene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Insomnia,Happy,Dizzy,Pain,Euphoric,Paranoid,Anxiety,Uplifted,Headache,Depression,21.0,0.0,Earthy,Lemon,Sweet
990,Thai Lights,Hybrid,4.7,46.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Anxious,Depression,Relaxed,Dry eyes,Headaches,Euphoric,Dizzy,Lack of appetite,Energetic,N/A,Insomnia,14.0,1.0,Sweet,Flowery,Vanilla
991,Grandma’s Batch,Hybrid,4.8,4.0,Caryophyllene,Uplifted,Dry mouth,Depression,Tingly,Dry eyes,Fatigue,Happy,N/A,Pain,Euphoric,N/A,Cancer,Creative,N/A,Hypertension,19.0,0.0,Earthy,N/A,N/A
