,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
301,Dutch Thunder Fuck,Hybrid,4.9,14.0,Myrcene,Uplifted,Dry mouth,Depression,Euphoric,Dizzy,Stress,Happy,N/A,Fatigue,Creative,N/A,ADD,Talkative,N/A,Bipolar disorder,21.0,1.0,Earthy,Sweet,Citrus
305,Loud Scout,Hybrid,4.1,16.0,Caryophyllene,Happy,Headache,Anxiety,Euphoric,Dry mouth,Depression,Uplifted,Dry eyes,Fatigue,Relaxed,N/A,Headaches,Energetic,N/A,Nausea,17.0,0.0,Grape,Sweet,Tropical
307,Kilimanjaro,Sativa,4.5,124.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Happy,Dizzy,Anxiety,Creative,Anxious,Fatigue,Euphoric,Paranoid,Pain,16.0,1.0,Earthy,Woody,Citrus
310,Platinum Huckleberry Cookies,Hybrid,4.5,41.0,Myrcene,Relaxed,Dry eyes,Stress,Euphoric,Dry mouth,Pain,Happy,Paranoid,Depression,Creative,Anxious,Anxiety,Uplifted,Dizzy,Lack of appetite,21.0,0.0,Flowery,Earthy,Spicy/Herbal
311,Gorilla Grips,Indica,4.4,8.0,Myrcene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,N/A,Depression,Uplifted,N/A,Headaches,Tingly,N/A,Insomnia,18.0,2.0,Blueberry,Grape,Berry
312,Black Mamba,Indica,4.5,238.0,Limonene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Uplifted,Paranoid,Depression,20.0,7.0,Grape,Earthy,Pungent
314,Green Crack CBD,Hybrid,4.2,10.0,Limonene,Relaxed,Dry eyes,Depression,Focused,Dry mouth,Fatigue,Euphoric,N/A,Inflammation,Talkative,N/A,Pain,Energetic,N/A,Stress,19.0,10.0,Earthy,N/A,N/A
316,First Light,Hybrid,4.5,2.0,Caryophyllene,Sleepy,Anxious,Insomnia,Relaxed,Dizzy,Pain,Tingly,Dry mouth,Stress,Happy,Headache,Anxiety,Giggly,N/A,Arthritis,20.0,1.0,Blueberry,N/A,N/A
318,Jane Doe,Hybrid,4.4,12.0,Limonene,Happy,Dry mouth,Pain,Euphoric,Dry eyes,Depression,Tingly,Dizzy,Stress,Relaxed,N/A,Insomnia,Giggly,N/A,Muscle spasms,20.0,0.0,Sweet,Berry,Citrus
320,Critical Plus,Hybrid,4.2,175.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Paranoid,Pain,Creative,Headache,Anxiety,Euphoric,Anxious,Fatigue,19.0,6.0,Pungent,Citrus,Sweet
321,Crater Lake,Hybrid,4.7,36.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dizzy,Depression,Relaxed,Dry eyes,Anxiety,Euphoric,N/A,Pain,Creative,N/A,Insomnia,20.0,9.0,Citrus,Lemon,Sweet
323,Anesthesia,Indica,3.5,48.0,Myrcene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,Dizzy,Anxiety,Euphoric,Paranoid,Insomnia,Uplifted,Headache,Depression,14.0,13.0,Earthy,Pungent,Sweet
329,Southern Lights,Sativa,3.9,9.0,Myrcene,Uplifted,Dry eyes,Headaches,Euphoric,Dry mouth,Seizures,Creative,N/A,N/A,Relaxed,N/A,N/A,Focused,N/A,N/A,13.0,12.0,Lemon,Pungent,N/A
331,Yoda's Brain,Indica,4.9,21.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Insomnia,Sleepy,N/A,Stress,Uplifted,N/A,Depression,Hungry,N/A,Spasticity,17.0,0.0,Earthy,N/A,N/A
332,Red Dwarf,Indica,4.2,27.0,Pinene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,Dizzy,Anxiety,Euphoric,Headache,Depression,Hungry,Paranoid,Insomnia,13.0,0.0,Earthy,Orange,Pine
339,Crockett’s Haze,Hybrid,4.4,8.0,Myrcene,Uplifted,Dizzy,Depression,Happy,Dry mouth,Stress,Relaxed,Anxious,Anxiety,Creative,N/A,Cramps,Focused,N/A,Fatigue,20.0,0.0,Earthy,N/A,N/A
344,L.A.K. Federal Reserve,Indica,4.9,18.0,Myrcene,Relaxed,Dry eyes,Headaches,Sleepy,Dry mouth,Pain,Uplifted,N/A,Stress,Hungry,N/A,Anxiety,Happy,N/A,Depression,21.0,9.0,Earthy,Pine,Diesel
346,Aurora Borealis,Indica,4.1,35.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Pain,Uplifted,N/A,Lack of appetite,Happy,N/A,Headaches,Talkative,N/A,Stress,19.0,1.0,Flowery,Earthy,Woody
350,Ghost Rider OG,Indica,4.6,28.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Dizzy,Stress,Happy,N/A,Pain,Euphoric,N/A,Anxiety,Hungry,N/A,Insomnia,16.0,1.0,Earthy,Vanilla,TreeFruit
352,Blue Dragon,Hybrid,4.3,252.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Depression,Creative,Headache,Insomnia,16.0,6.0,Blueberry,Earthy,Diesel
354,Lee Roy,Indica,4.6,59.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Anxious,Depression,Uplifted,Headache,Anxiety,Hungry,N/A,Insomnia,20.0,0.0,Earthy,Pungent,Citrus
360,Ghostbreath,Hybrid,4.9,9.0,Myrcene,Relaxed,Dry eyes,Pain,Uplifted,Dry mouth,Depression,Talkative,Paranoid,Stress,Focused,N/A,Anxiety,Euphoric,N/A,ADD,17.0,0.0,Earthy,N/A,N/A
367,Crazy Glue,Hybrid,4.5,13.0,Caryophyllene,Relaxed,Dizzy,Migraines,Happy,Dry eyes,Depression,Sleepy,Dry mouth,Insomnia,Tingly,Headache,Stress,Uplifted,N/A,Anxiety,21.0,2.0,Earthy,N/A,N/A
368,Peyote Cookies,Indica,4.6,78.0,Pinene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Insomnia,Sleepy,Headache,Pain,Uplifted,Paranoid,Depression,17.0,0.0,Earthy,Sweet,Grape
373,Mexican Sativa,Sativa,3.5,55.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Paranoid,Stress,Energetic,Dry eyes,Fatigue,Uplifted,Headache,Anxiety,Talkative,Anxious,Pain,16.0,1.0,Pine,Earthy,Woody
375,Mandarin Dreams,Hybrid,4.4,112.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Anxious,Pain,Sleepy,Paranoid,Depression,Uplifted,Dizzy,Insomnia,17.0,0.0,Diesel,Sweet,Citrus
383,Purple Ice,Hybrid,4.3,47.0,Caryophyllene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Insomnia,Creative,Headache,Depression,20.0,0.0,Sweet,Berry,Sage
386,Gravity,Indica,4.1,30.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Dizzy,Insomnia,Relaxed,Headache,Anxiety,Hungry,Paranoid,Depression,18.0,1.0,Sweet,Citrus,Rose
388,Shishkaberry,Indica,4.2,359.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Uplifted,Paranoid,Depression,Sleepy,Headache,Insomnia,16.0,4.0,Berry,Sweet,Earthy
389,Blackberry,Hybrid,4.1,573.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Headache,Insomnia,Uplifted,Paranoid,Depression,17.0,2.0,Sweet,Berry,Blueberry
390,Dream Berry,Indica,4.5,40.0,Pinene,Relaxed,Dry mouth,Pain,Sleepy,Dizzy,Stress,Hungry,Dry eyes,Depression,Uplifted,Headache,Fatigue,Happy,N/A,Insomnia,17.0,11.0,Sweet,Pungent,Tropical
393,Apollo 13 Haze,Hybrid,5.0,1.0,Myrcene,Uplifted,Anxious,Depression,Tingly,Dry eyes,Fatigue,Talkative,N/A,ADD,Happy,N/A,Alzheimer,Focused,N/A,Anxiety,17.0,9.0,Sweet,N/A,N/A
397,Master Jedi,Indica,4.4,74.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Pain,Uplifted,Paranoid,Insomnia,Hungry,N/A,Lack of appetite,18.0,10.0,Pine,Earthy,Pungent
400,B.B. King,Indica,3.8,17.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Paranoid,Muscle spasms,Uplifted,N/A,Stress,Happy,N/A,Inflammation,Creative,N/A,Nausea,23.0,1.0,Lemon,Blueberry,Citrus
402,Orange Kush,Indica,4.1,769.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Sleepy,Paranoid,Insomnia,Hungry,Headache,Depression,17.0,0.0,Orange,Citrus,Earthy
405,Mango Dream,Sativa,3.9,49.0,Myrcene,Uplifted,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Headache,Anxiety,Creative,Anxious,Depression,Energetic,Dizzy,Fatigue,20.0,11.0,Mango,Sweet,Citrus
409,Face Off OG,Indica,4.7,148.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dizzy,Depression,Happy,Dry eyes,Stress,Sleepy,Anxious,Anxiety,Uplifted,Headache,Insomnia,19.0,0.0,Earthy,Sweet,Flowery
410,Sweeties,Hybrid,4.8,28.0,Myrcene,Euphoric,Dry mouth,Stress,Uplifted,Anxious,Anxiety,Relaxed,Dry eyes,Depression,Happy,Paranoid,Pain,Aroused,N/A,Fatigue,22.0,0.0,Earthy,N/A,N/A
412,Gelatti,Hybrid,4.8,33.0,Caryophyllene,Happy,Dry eyes,Stress,Relaxed,Dry mouth,Depression,Euphoric,Dizzy,Pain,Uplifted,Headache,Insomnia,Sleepy,Anxious,Anxiety,20.0,0.0,Mint,N/A,N/A
413,OG Ringo,Hybrid,4.3,21.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Uplifted,Headache,Depression,Creative,N/A,Inflammation,16.0,0.0,Pine,Earthy,Sweet
415,Space Cream,Hybrid,4.7,27.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Happy,Headache,Pain,Euphoric,Paranoid,Anxiety,Energetic,N/A,Headaches,21.0,0.0,Sweet,Vanilla,Butter
417,Mango Kush,Hybrid,4.2,1189.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Giggly,Headache,Insomnia,18.0,0.0,Mango,Tropical,Sweet
418,Blue Sherbert,Hybrid,4.4,34.0,Caryophyllene,Relaxed,Dry eyes,Depression,Euphoric,Dizzy,Lack of appetite,Uplifted,Dry mouth,Stress,Happy,Headache,Anxiety,Focused,N/A,Insomnia,18.0,0.0,Sweet,N/A,N/A
420,Seattle Cough,Sativa,4.8,53.0,Myrcene,Creative,Dry mouth,Depression,Uplifted,Dry eyes,Anxiety,Happy,Paranoid,Fatigue,Energetic,Dizzy,Inflammation,Focused,Headache,Stress,18.0,0.0,Pine,Citrus,Grapefruit
424,Blueberry Pie,Hybrid,4.4,96.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Headache,Depression,Euphoric,Anxious,Insomnia,Giggly,Dizzy,Anxiety,16.0,11.0,Blueberry,Berry,Sweet
428,Lemonder,Hybrid,4.5,26.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Depression,Euphoric,N/A,Anxiety,Uplifted,N/A,Lack of appetite,Giggly,N/A,Pain,17.0,0.0,Lemon,Citrus,Lavender
430,Purple Maui,Hybrid,4.1,16.0,N/A,Happy,Dry mouth,Depression,Uplifted,Anxious,Stress,Relaxed,Dizzy,Anxiety,Energetic,Paranoid,Headaches,Hungry,N/A,Pain,19.0,0.0,Grape,Pine,Earthy
431,Iron Triangle,Hybrid,4.3,25.0,Caryophyllene,Happy,Dry mouth,Insomnia,Relaxed,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Giggly,Paranoid,Depression,Uplifted,N/A,Stress,20.0,0.0,Diesel,Earthy,Lemon
433,Cookies and Cream,Hybrid,4.6,609.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Pain,Creative,Paranoid,Insomnia,20.0,0.0,Vanilla,Sweet,Earthy
434,Silver Back,Hybrid,4.4,16.0,Caryophyllene,Euphoric,Dry mouth,Depression,Uplifted,Anxious,Lack of appetite,Talkative,Headache,Pain,Relaxed,N/A,Stress,Happy,N/A,Insomnia,21.0,0.0,Menthol,Sweet,Strawberry
443,Candyland,Sativa,4.5,1097.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Relaxed,Dizzy,Pain,Energetic,Paranoid,Fatigue,18.0,7.0,Sweet,Earthy,Citrus
444,Dolla Sign OG Kush,Indica,5.0,6.0,Myrcene,Uplifted,Dry eyes,ADD,Sleepy,Dry mouth,Anxiety,Relaxed,N/A,Migraines,Hungry,N/A,PTSD,Energetic,N/A,N/A,20.0,0.0,Sweet,Flowery,Pungent
447,Blueberry OG,Hybrid,4.3,67.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Hungry,Dizzy,Pain,Uplifted,Anxious,Lack of appetite,Euphoric,Headache,Insomnia,18.0,0.0,Blueberry,Berry,Earthy
448,Sweet Skunk,Hybrid,4.4,16.0,Myrcene,Energetic,Dry mouth,Stress,Uplifted,Anxious,Pain,Happy,Dizzy,Depression,Euphoric,Headache,Insomnia,Creative,Dry eyes,Lack of appetite,18.0,1.0,Vanilla,Citrus,Sweet
450,Platinum Purple Kush,Indica,4.3,165.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Insomnia,Happy,Dizzy,Pain,Euphoric,Anxious,Anxiety,Hungry,Paranoid,Depression,19.0,0.0,Earthy,Grape,Woody
452,Sour Power OG,Hybrid,4.2,15.0,Limonene,Relaxed,Dry eyes,Insomnia,Uplifted,Dry mouth,Stress,Tingly,Anxious,Muscle spasms,Sleepy,Paranoid,Pain,Happy,N/A,Arthritis,20.0,1.0,Ammonia,Menthol,N/A
457,Purple Sage ,Hybrid,3.6,11.0,Myrcene,Euphoric,Dry mouth,Pain,Creative,Dry eyes,Anxiety,Uplifted,N/A,Depression,Sleepy,N/A,Insomnia,Relaxed,N/A,Muscle spasms,17.0,0.0,Earthy,N/A,N/A
461,Jungle Juice,Hybrid,4.3,24.0,Limonene,Sleepy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Happy,Paranoid,Depression,Energetic,N/A,Headaches,Uplifted,N/A,Insomnia,11.0,0.0,Flowery,Citrus,Earthy
463,Gummy Bears,Hybrid,4.1,44.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dizzy,Anxiety,Euphoric,Dry eyes,Stress,Uplifted,Paranoid,ADD,Tingly,Anxious,PTSD,20.0,8.0,Sweet,Berry,Strawberry
464,Martian Mean Green,Hybrid,4.0,83.0,Terpinolene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Energetic,Paranoid,Depression,Relaxed,Anxious,Nausea,24.0,9.0,Spicy/Herbal,Lemon,Earthy
466,Granimals,Indica,4.6,32.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Headache,Insomnia,Focused,Anxious,Depression,Sleepy,Paranoid,Pain,Euphoric,N/A,Stress,23.0,0.0,Earthy,N/A,N/A
467,Super Snow Lotus,Hybrid,4.3,3.0,Myrcene,Focused,Anxious,Headaches,Uplifted,Dry eyes,Stress,Talkative,Dry mouth,Depression,Relaxed,N/A,Fatigue,Hungry,N/A,Lack of appetite,17.0,2.0,Earthy,N/A,N/A
468,Skunky Diesel,Hybrid,4.2,24.0,Myrcene,Uplifted,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Talkative,Dizzy,Pain,Relaxed,Paranoid,Depression,Hungry,N/A,Insomnia,18.0,6.0,Skunk,Diesel,Earthy
471,Grapefruit Sour Dream,Hybrid,4.5,11.0,Myrcene,Uplifted,Anxious,Fatigue,Happy,Dizzy,Pain,Euphoric,Headache,Stress,Focused,Paranoid,Depression,Energetic,N/A,Lack of appetite,18.0,11.0,Sweet,N/A,N/A
474,LA Jack,Hybrid,3.9,7.0,Terpinolene,Hungry,Dry mouth,Depression,Euphoric,Dry eyes,Insomnia,Tingly,N/A,Pain,Relaxed,N/A,Stress,Creative,N/A,Anxiety,22.0,0.0,Berry,Apple,Blueberry
476,OGiesel,Hybrid,4.2,75.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Headache,Pain,Energetic,Paranoid,Lack of appetite,18.0,0.0,Diesel,Earthy,Pine
478,Banana Hammock R1,Indica,4.6,61.0,Myrcene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Insomnia,Sleepy,Anxious,Stress,Euphoric,Dizzy,PTSD,Hungry,Headache,Pain,12.0,0.0,Sweet,Citrus,Lime
483,Bandana,Hybrid,4.3,9.0,Limonene,Euphoric,Dry eyes,Depression,Happy,Dry mouth,ADD,Relaxed,N/A,Fatigue,Talkative,N/A,Pain,Creative,N/A,Stress,9.0,0.0,Sweet,Earthy,Pungent
484,Black Tuna,Hybrid,4.5,197.0,Terpinolene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Anxious,Insomnia,Uplifted,Headache,Depression,14.0,0.0,Earthy,Woody,Cheese
492,Ecto Cooler,Hybrid,4.5,70.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Anxious,Pain,Focused,Headache,Anxiety,Euphoric,Dizzy,PTSD,17.0,0.0,Citrus,Chemical,Skunk
495,Sugar Mama,Indica,4.6,23.0,Pinene,Relaxed,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Happy,Anxious,Insomnia,Uplifted,N/A,Pain,Creative,N/A,Headaches,15.0,1.0,Sweet,Grapefruit,Pungent
498,Batman OG,Indica,4.6,21.0,Myrcene,Sleepy,Dry mouth,Insomnia,Relaxed,Dry eyes,Depression,Happy,N/A,Lack of appetite,Uplifted,N/A,Pain,Giggly,N/A,Eye pressure,19.0,0.0,Sage,Pine,Earthy
500,Hemlock,Hybrid,4.5,64.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Pain,Uplifted,Dizzy,Depression,Focused,Headache,Headaches,Euphoric,Paranoid,Fatigue,18.0,1.0,Citrus,Sage,Pine
504,Lemon OG Haze,Hybrid,4.4,53.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Anxious,Pain,Focused,Paranoid,Fatigue,Happy,Dizzy,Lack of appetite,22.0,0.0,Lemon,Earthy,Citrus
508,Crown OG,Indica,4.7,48.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Depression,Euphoric,Dizzy,Stress,Uplifted,Headache,Lack of appetite,Sleepy,N/A,Pain,21.0,0.0,Earthy,Pine,Pungent
513,Dark Shadow Haze,Hybrid,5.0,5.0,Myrcene,Euphoric,Dizzy,Anxiety,Relaxed,Dry eyes,PTSD,Uplifted,Dry mouth,Depression,Happy,Headache,Fatigue,Focused,Paranoid,Lack of appetite,16.0,1.0,Sweet,Earthy,Diesel
517,Blue Ox,Indica,4.3,11.0,Limonene,Sleepy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Hungry,N/A,Anxiety,Happy,N/A,Fatigue,Uplifted,N/A,Lack of appetite,20.0,1.0,Berry,Blueberry,Sweet
519,Supernova,Hybrid,4.1,52.0,Pinene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Insomnia,Euphoric,Dizzy,Stress,Uplifted,N/A,Headaches,Sleepy,N/A,Anxiety,17.0,0.0,Citrus,Earthy,Sweet
528,CBD Kush,Hybrid,4.3,55.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Stress,Focused,Dry eyes,Anxiety,Uplifted,Headache,Inflammation,Sleepy,N/A,Depression,7.0,8.0,Woody,Earthy,Spicy/Herbal
530,Pineberry,Hybrid,4.7,7.0,Terpinolene,Relaxed,Dizzy,Stress,Focused,Dry mouth,Pain,Uplifted,N/A,Depression,Euphoric,N/A,Fatigue,Tingly,N/A,Headaches,18.0,12.0,Citrus,N/A,N/A
531,Purple Killer,Indica,4.6,22.0,Myrcene,Relaxed,Dry mouth,Stress,Hungry,Dizzy,Insomnia,Sleepy,N/A,Lack of appetite,Happy,N/A,Pain,Euphoric,N/A,Depression,18.0,1.0,Earthy,Spicy/Herbal,Grape
536,White Siberian,Hybrid,4.4,43.0,Caryophyllene,Relaxed,Dry mouth,Pain,Euphoric,Anxious,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Depression,Focused,Dizzy,Headaches,15.0,8.0,Woody,Earthy,Sweet
539,Papaya,Indica,4.3,252.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Insomnia,Sleepy,Anxious,Depression,15.0,0.0,Tropical,Sweet,Earthy
541,Peanut Butter Breath,Hybrid,4.6,146.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Lack of appetite,Sleepy,Headache,Pain,20.0,0.0,Earthy,N/A,N/A
543,Space Needle,Sativa,3.7,13.0,Myrcene,Uplifted,Dry mouth,Depression,Tingly,Anxious,Stress,Relaxed,Dizzy,Cramps,Hungry,Dry eyes,Eye pressure,Euphoric,N/A,Fatigue,15.0,11.0,Pungent,Pine,Flowery
546,Tangie Biscotti,Hybrid,4.6,55.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Anxiety,Uplifted,Dizzy,Depression,Euphoric,N/A,Pain,Giggly,N/A,PTSD,25.0,0.0,Citrus,Orange,Pungent
549,WSU,Indica,4.4,16.0,Myrcene,Relaxed,Dry eyes,Pain,Hungry,Dry mouth,Stress,Happy,N/A,Depression,Euphoric,N/A,Insomnia,Tingly,N/A,Lack of appetite,19.0,0.0,Pine,Earthy,Berry
550,Hawaiian Purple Kush,Indica,4.5,40.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Giggly,Anxious,Pain,Hungry,Dizzy,Lack of appetite,Uplifted,Paranoid,Anxiety,15.0,11.0,Tropical,Earthy,Pungent
552,Ripped Bubba,Hybrid,4.2,80.0,Terpinolene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Happy,Headache,Depression,Focused,Dizzy,Lack of appetite,Creative,Anxious,Anxiety,17.0,14.0,Sweet,Flowery,Spicy/Herbal
553,Venom OG,Hybrid,4.4,257.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Sleepy,Headache,Insomnia,Uplifted,Anxious,Depression,20.0,0.0,Pine,Diesel,Earthy
556,Light of Jah,Sativa,4.6,46.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Headache,Anxiety,Uplifted,Dry eyes,Depression,Energetic,Anxious,Fatigue,Relaxed,Dizzy,Pain,17.0,6.0,Pine,Pepper,Woody
560,White Walker Kush,Hybrid,4.4,78.0,Myrcene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Dizzy,Anxiety,Euphoric,Paranoid,Headaches,Creative,Anxious,Lack of appetite,20.0,8.0,Earthy,Woody,Spicy/Herbal
561,White Girl,Hybrid,4.7,12.0,Myrcene,Happy,Anxious,Anxiety,Euphoric,Dry eyes,Lack of appetite,Aroused,Dry mouth,Pain,Uplifted,N/A,Stress,Giggly,N/A,PTSD,12.0,0.0,Berry,Citrus,Tropical
570,Sunset Haze,Hybrid,4.1,14.0,Myrcene,Uplifted,Dry eyes,Muscle spasms,Happy,Dry mouth,Pain,Relaxed,N/A,Depression,Euphoric,N/A,Inflammation,Creative,N/A,Insomnia,11.0,8.0,Sweet,Citrus,Flowery
571,Incredible Hulk,Sativa,4.5,109.0,Myrcene,Energetic,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Fatigue,Happy,Anxious,Lack of appetite,Focused,Headache,Pain,16.0,6.0,Earthy,Tropical,Blueberry
576,SPK,Sativa,4.4,27.0,Caryophyllene,Sleepy,Dry mouth,Anxiety,Relaxed,Dizzy,Cramps,Happy,Dry eyes,Depression,Focused,Headache,Headaches,Uplifted,Paranoid,Nausea,18.0,6.0,Diesel,N/A,N/A
578,Limon,Sativa,4.8,29.0,Myrcene,Euphoric,Dry eyes,Depression,Happy,Dry mouth,Pain,Uplifted,Paranoid,Stress,Relaxed,Dizzy,Bipolar disorder,Energetic,N/A,Fatigue,26.0,6.0,Lemon,Citrus,Earthy
579,Higher Power,Sativa,4.8,11.0,N/A,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Lack of appetite,Focused,Paranoid,Stress,Creative,N/A,Headaches,Tingly,N/A,Insomnia,21.0,0.0,Grape,Flowery,Grapefruit
582,King's Kush,Indica,4.2,353.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Headache,Depression,20.0,0.0,Earthy,N/A,N/A
585,Purple Raine,Hybrid,4.5,31.0,Myrcene,Happy,Dry mouth,Anxiety,Relaxed,Dry eyes,Depression,Uplifted,Anxious,Stress,Focused,Dizzy,Fatigue,Euphoric,Headache,Lack of appetite,14.0,1.0,Grape,Woody,Flowery
589,Fruit Crusher,Hybrid,4.3,4.0,Limonene,Tingly,Dry eyes,Fatigue,Sleepy,Dry mouth,Headaches,Relaxed,Headache,Anxiety,Hungry,N/A,N/A,Happy,N/A,N/A,20.0,0.0,Citrus,Earthy,Cheese
590,Electric Lemonade,Sativa,4.7,26.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Creative,N/A,Anxiety,Uplifted,N/A,Pain,Relaxed,N/A,ADD,17.0,11.0,Lemon,Sweet,Citrus
591,Rolls Choice,Hybrid,4.7,58.0,Myrcene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Anxiety,Energetic,Paranoid,Inflammation,19.0,1.0,Pine,Diesel,Skunk
593,Wonka's Bubblicious,Hybrid,4.6,54.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Creative,Dizzy,Pain,Relaxed,Headache,Lack of appetite,18.0,7.0,Earthy,N/A,N/A
595,Chocolate Mint OG,Hybrid,4.7,28.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Anxious,Insomnia,Euphoric,Dry eyes,Depression,Hungry,N/A,Pain,Uplifted,N/A,Stress,21.0,7.0,Grape,N/A,N/A
