,Strain Name,Feelings,Type,Cannabinoids,Rating,Rating Users,Left Parent,Right Parent,Left Child,Right Child
4988,Black Label Kush,"{'Feelings': ['Sleepy ', 'Euphoric ', 'Happy ', 'Relaxed ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', None], 'Helps with': ['Stress ', 'Anxiety ', 'Insomnia ', 'Pain ', 'Migraines ']}",Indica,"{'THC': '21%', 'CBD': '—', 'CBG': None}",4.1,32,,,,
4989,Trinity Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",,,,,,
4990,Dirty Widow,"{'Feelings': ['Uplifted ', 'Tingly ', 'Talkative ', 'Sleepy ', 'Relaxed '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Lack of appetite ', 'Stress ', None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.3,4,White Widow,Dirty Girl,,
4991,PVC OG,"{'Feelings': ['Tingly ', 'Focused ', 'Euphoric ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Muscle spasms ', 'Pain ', 'Stress ', 'Anxiety ', None]}",Indica,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.5,2,,,,
4992,Power Plant,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Energetic ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'Insomnia ']}",Sativa,"{'THC': '15%', 'CBD': '—', 'CBG': None}",4.1,360,African,N/A,Cotton Candy,American Pie
4993,Cherry Wine,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Headache ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'Inflammation ']}",Hybrid,"{'THC': None, 'CBD': '17%', 'CBG': '1%'}",4.7,38,The Wife,N/A,,
4994,Malawi Gold,"{'Feelings': ['Uplifted ', 'Energetic ', 'Happy ', 'Euphoric ', 'Relaxed '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Paranoid ', 'Dizzy ', None], 'Helps with': ['Depression ', 'Fatigue ', 'Anxiety ', 'Stress ', 'PTSD ']}",Sativa,"{'THC': '13%', 'CBD': '—', 'CBG': None}",4.8,17,,,,
4995,Grandaddy Glue,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",,,,,,
4996,Animal Kush Mints,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '26%', 'CBD': None, 'CBG': '1%'}",4.0,1,,,,
4997,Blackberry,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.1,573,Black Domina,Raspberry Cough,Black Diamond,Blackberry Kush
4998,Koloa Sunrise,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
4999,Blue Mountain Fire,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Tingly ', 'Relaxed ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dizzy ', 'Dry mouth ', 'Headache ', 'Paranoid '], 'Helps with': ['Depression ', 'Eye pressure ', 'Fatigue ', 'Insomnia ', 'Lack of appetite ']}",Sativa,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.3,12,Jamaican,N/A,,
5000,Lumpy Space Princess,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Happy ', 'Talkative ', 'Energetic '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'PMS ', None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '2%'}",5.0,7,Pink Lemonade,Black Banana Cookies,,
5001,Dragon Lady,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",,,,,,
5002,Koffee Cake,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",,,Fire Alien Kush,Platinum Koffee,,
5003,Sweet Jack Haze,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
5004,Pink Starburst,"{'Feelings': ['Uplifted ', 'Euphoric ', 'Relaxed ', 'Happy ', 'Creative '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Dry eyes ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Eye pressure ', 'Fatigue ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.3,40,Headband,DJ Short Blueberry,,
5005,Iron Triangle,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Giggly ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', 'Paranoid ', None], 'Helps with': ['Insomnia ', 'Pain ', 'Anxiety ', 'Depression ', 'Stress ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.3,25,,,,
5006,Savage Citrus Sunshine,"{'Feelings': ['Sleepy ', 'Uplifted ', 'Tingly ', 'Talkative ', 'Hungry '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Paranoid ', 'Dizzy '], 'Helps with': ['Fatigue ', 'Cramps ', 'Depression ', 'Eye pressure ', 'Inflammation ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,Citrus Sunshine Haze,N/A,,
5007,Anesthesia,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",3.5,48,Herijuana,Afghan Skunk,Harlem,Flying Hammer
5008,Fresh Squeeze,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
5009,Cake and Chem,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', 'Tingly ', 'Hungry '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Anxiety ', 'Insomnia ', 'Pain ', 'Stress ', 'Arthritis ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,6,,,,
5010,Alley Cat Kush,"{'Feelings': ['Uplifted ', 'Talkative ', 'Focused ', 'Euphoric ', 'Energetic '], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '25%', 'CBD': None, 'CBG': '1%'}",5.0,1,OG Kush,N/A,,
5011,Big Band,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Dizzy ', None, None], 'Helps with': ['Fatigue ', 'Insomnia ', 'Pain ', 'Depression ', 'Headaches ']}",Hybrid,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",4.7,10,Bubble Gum,Chronic,,
5012,Lodi Dodi,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Relaxed ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Fatigue ', 'ADD']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.5,144,,,,
5013,Super Jack,"{'Feelings': ['Energetic ', 'Uplifted ', 'Happy ', 'Focused ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Fatigue ', 'Pain ']}",Sativa,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.5,204,Jack Herer,Super Silver Haze,,
5014,Moonbow,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Anxiety ', None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,9,,,,
5015,Island Sweet Skunk,"{'Feelings': ['Happy ', 'Uplifted ', 'Energetic ', 'Euphoric ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Fatigue ']}",Sativa,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.2,900,Skunk 1,N/A,Golden Goat,Outer Space
5016,Chocolate Lava,"{'Feelings': ['Talkative ', 'Uplifted ', 'Relaxed ', 'Happy ', 'Focused '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Pain ', 'Cramps ']}",Hybrid,"{'THC': '19%', 'CBD': '—', 'CBG': None}",4.7,3,Chocolate Kush,Hellfire OG,,
5017,Satellite OG,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Paranoid ', 'Dry eyes ', 'Anxious ', 'Dizzy '], 'Helps with': ['Stress ', 'Depression ', 'Insomnia ', 'Pain ', 'Headaches ']}",Indica,"{'THC': '20%', 'CBD': '—', 'CBG': None}",4.7,44,OG Kush,SFV OG,,
5018,Houndstooth,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",3.0,1,,,,
5019,Cindy Haze,"{'Feelings': ['Happy ', 'Focused ', 'Energetic ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",5.0,2,Super Silver Haze,Cinderella 99,,
5020,Strawberry Banana,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Insomnia ']}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.5,563,Bubble Gum,Banana Kush,Gummy Bears,Peach Cobbler
5021,Leia OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,Mazar x Blueberry OG,Grape Stomper OG,,
5022,Chocolate Cream,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '18%', 'CBD': '—', 'CBG': None}",,,,,,
5023,Dragon's Breath,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Paranoid ', 'Dry eyes ', 'Anxious ', 'Dizzy '], 'Helps with': ['Anxiety ', 'Depression ', 'Stress ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.5,104,Jack Herer,Northern Lights,,
5024,Bio-Jesus,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Headache '], 'Helps with': ['Pain ', 'Stress ', 'Insomnia ', 'Anxiety ', 'Depression ']}",Hybrid,"{'THC': '26%', 'CBD': '—', 'CBG': None}",4.6,249,Gumbo,Bio-Diesel,,
5025,Thunderbud,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",,,,,,
5026,Rampage,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
5027,Air Hug,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
5028,Josh D OG,"{'Feelings': ['Relaxed ', 'Hungry ', 'Sleepy ', 'Happy ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', None], 'Helps with': ['Insomnia ', 'Depression ', 'Eye pressure ', 'Fatigue ', 'Headaches ']}",Indica,"{'THC': '24%', 'CBD': None, 'CBG': '1%'}",4.1,32,SFV OG,Triangle Kush,,
5029,The Brotherhood,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Stress ', 'Cramps ', 'Depression ', 'Fatigue ', 'Pain ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,9,,,,
5030,Llama-nator OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
5031,Shit,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,Afghani,N/A,,
5032,Drizella,"{'Feelings': ['Uplifted ', 'Happy ', 'Focused ', 'Creative ', 'Talkative '], 'Negatives': ['Dizzy ', 'Dry eyes ', 'Dry mouth ', 'Headache ', None], 'Helps with': ['Depression ', 'Fatigue ', 'Stress ', 'Inflammation ', 'Pain ']}",Sativa,"{'THC': '20%', 'CBD': None, 'CBG': '2%'}",4.7,9,White Widow,Cinderella 99,,
5033,Kubbie Kush,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Tingly ', 'Happy ', 'Euphoric '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Headache ', 'Paranoid '], 'Helps with': ['Insomnia ', 'Anxiety ', 'Pain ', 'Stress ', 'PTSD ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.2,33,Pre-98 Bubba Kush,N/A,,
5034,Orange Push Pop,"{'Feelings': ['Happy ', 'Giggly ', 'Uplifted ', 'Relaxed ', 'Hungry '], 'Negatives': ['Paranoid ', None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",4.6,5,Orange Cookies,Triangle Kush,,
5035,Burkel,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
5036,Kali 47,"{'Feelings': ['Uplifted ', 'Happy ', 'Energetic ', 'Talkative ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Inflammation ', 'Pain ', 'Stress ']}",Sativa,"{'THC': '25%', 'CBD': None, 'CBG': '2%'}",5.0,9,AK-47,Kali Mist,,
5037,Cheese Candy,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Hungry ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dry eyes ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Pain ', 'Depression ', 'Lack of appetite ', 'Stress ', 'Anxiety ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.3,62,Cheese,Caramelo,,
5038,Tropic Twist,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
5039,Cadillac Purple,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Anxious ', 'Dizzy '], 'Helps with': ['Stress ', 'Pain ', 'Insomnia ', 'Anxiety ', 'Depression ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.2,146,Blackberry Kush,N/A,,
5040,Orange Peel,"{'Feelings': ['Talkative ', 'Relaxed ', 'Uplifted ', 'Happy ', 'Focused '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Depression ', None, None, None, None]}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,GSC,OJ Kush,,
5041,Green Goddess,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Headache ', 'Paranoid '], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '19%', 'CBD': '—', 'CBG': None}",4.6,91,Skunk 1,N/A,,
5042,Heavy OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,1,,,,
5043,Rene,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Energetic ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'ADD']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '2%'}",4.4,28,Skunk 1,Afghani,,
5044,God's Gift,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.4,1295,OG Kush,Granddaddy Purple,Bubba's Gift,Heaven Scent
5045,Grape Soda,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Hungry ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', 'Paranoid ', None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Fatigue ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.6,43,Tahoe OG,N/A,,
5046,King Kong,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.1,168,Chronic,Ed Rosenthal Super Bud,,
5047,Mataro Blue,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', 'Headache ', 'Anxious '], 'Helps with': ['Anxiety ', 'Stress ', 'Depression ', 'Insomnia ', 'Pain ']}",Indica,"{'THC': '20%', 'CBD': '—', 'CBG': None}",4.5,52,Black Domina,Mazar I Sharif,,
5048,Amnesia White,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '2%'}",,,Amnesia Haze,Afghanica,,
5049,3rd Coast Panama Chunk,"{'Feelings': ['Talkative ', 'Uplifted ', 'Energetic ', 'Sleepy ', 'Hungry '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Pain ', 'Fatigue ', 'Headaches ', 'Lack of appetite ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,12,Sour Diesel,Deep Chunk,,
5050,Cookies Kush,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.5,313,GSC,OG Kush,,
5051,Lemon Tangie,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': '—', 'CBG': None}",5.0,3,SFV OG,Tangie,,
5052,Purple Zkittlez,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Creative ', 'Uplifted '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Headaches ', 'Stress ', 'Anxiety ', 'Migraines ', 'Cramps ']}",Indica,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.3,9,Purple Punch,Zkittlez,,
5053,Kimbo Kush,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,231,Blackberry Kush,Starfighter,Sour Patch Kiss,Cherry Cheesecake
5054,Lemon Walker OG,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', 'Dizzy ', None], 'Helps with': ['Depression ', 'Stress ', 'Pain ', 'Anxiety ', 'Muscle spasms ']}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.4,38,Mazar x Blueberry OG,Lemon Skunk,,
5055,Huckleberry Web,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': '—', 'CBG': None}",5.0,4,,,,
5056,Amnesia Ganja Haze,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Creative ', None], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': [None, None, None, None, None]}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,4,Amnesia Haze,N/A,,
5057,First Light,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Tingly ', 'Happy ', 'Giggly '], 'Negatives': ['Anxious ', 'Dizzy ', 'Dry mouth ', 'Headache ', None], 'Helps with': ['Insomnia ', 'Pain ', 'Stress ', 'Anxiety ', 'Arthritis ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.5,2,Blueberry,N/A,,
5058,Wonder Woman,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', 'Anxious ', 'Dizzy '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",4.5,167,,,,
5059,Tesla,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Happy ', 'Focused ', 'Hungry '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Bipolar disorder ', 'PMS ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,12,Harle-Tsu,N/A,,
5060,Watermelon Zkittlez,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Focused ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', None], 'Helps with': ['Pain ', 'Stress ', 'Headaches ', 'Anxiety ', 'PTSD ']}",Indica,"{'THC': '25%', 'CBD': None, 'CBG': '1%'}",4.8,49,,,,
5061,Jelly Breath,"{'Feelings': ['Relaxed ', 'Happy ', 'Tingly ', 'Euphoric ', 'Sleepy '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Anxiety ', 'Depression ', 'Nausea ', 'Pain ', 'Stress ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.8,25,Do-Si-Dos,Mendo Breath,,
5062,Warlock,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'Inflammation ']}",Hybrid,"{'THC': '15%', 'CBD': '—', 'CBG': None}",3.9,74,Skunk 1,Afghani,Double Dutch,Serious Happiness
5063,Hong Kong,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Happy ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '25%', 'CBD': '—', 'CBG': None}",4.4,59,Sour Diesel,Sensi Star,,
5064,Cherry Lime Pie,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '17%', 'CBD': '—', 'CBG': None}",,,,,,
5065,Cookie Crunch,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",,,,,,
5066,Orange Cookies,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Lack of appetite ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.6,460,GSC,OJ Kush,Orange Push Pop,Powdered Donuts
